AGE,SEGMENT,GENDER,MARITAL_STATUS,PROFESSION,MARKET
25,Sports,M,Single,Student,Los Angeles
25,Sports,M,Single,Student,Los Angeles
59,Family,M,Unspecified,Other,Chicago
59,Sports,M,Unspecified,Other,New York
53,Music,F,Married,Hospitality,Chicago
25,Music,M,Single,Trades,Chicago
35,Sports,F,Unspecified,Hospitality,Los Angeles
25,Music,M,Single,Professional,New York
25,Music,M,Single,Professional,New York
28,Music,M,Married,Sales,New York
23,Arts,M,Single,Other,Chicago
23,Arts,M,Single,Other,Chicago
32,Music,M,Married,Other,New York
24,Music,M,Single,Trades,DC
44,Arts,F,Married,Other,Chicago
43,Music,M,Married,Executive,New York
31,Music,M,Unspecified,Professional,New York
28,Sports,F,Single,Student,Los Angeles
31,Music,M,Married,Trades,New York
37,Music,M,Married,Trades,New York
41,Family,M,Unspecified,Other,Chicago
41,Family,M,Unspecified,Other,Chicago
25,Music,M,Single,Professional,New York
25,Sports,M,Single,Professional,Chicago
29,Sports,F,Single,Retail,New York
25,Music,M,Single,Trades,Los Angeles
28,Sports,F,Single,Retail,Los Angeles
39,Music,M,Married,Sales,New York
39,Arts,M,Married,Sales,Chicago
39,Arts,M,Married,Sales,Chicago
39,Sports,M,Married,Sales,New York
39,Arts,M,Married,Sales,Chicago
38,Music,F,Married,Other,New York
38,Music,F,Married,Other,Los Angeles
43,Family,F,Married,Executive,Chicago
43,Music,F,Married,Executive,DC
25,Music,M,Single,Trades,New York
25,Music,M,Single,Trades,New York
24,Sports,F,Single,Student,New York
24,Sports,F,Single,Student,Los Angeles
38,Music,F,Married,Other,New York
21,Sports,M,Single,Student,New York
27,Arts,M,Single,Trades,Chicago
26,Sports,F,Single,Retail,Los Angeles
26,Music,F,Single,Retail,New York
24,Sports,F,Single,Other,Los Angeles
26,Sports,F,Single,Professional,New York
37,Music,M,Married,Executive,New York
37,Music,M,Married,Executive,New York
31,Music,M,Married,Executive,New York
31,Music,M,Married,Executive,New York
21,Music,F,Single,Other,New York
47,Sports,M,Unspecified,Trades,New York
49,Arts,F,Married,Other,Chicago
49,Arts,F,Married,Other,DC
49,Arts,F,Married,Other,Chicago
49,Arts,F,Married,Other,Los Angeles
20,Music,F,Single,Other,New York
36,Music,M,Married,Other,New York
26,Arts,F,Married,Other,Los Angeles
30,Sports,M,Married,Professional,Los Angeles
34,Music,M,Married,Other,New York
39,Music,F,Married,Other,New York
28,Music,M,Married,Executive,New York
28,Music,M,Married,Executive,New York
28,Music,M,Married,Executive,New York
39,Music,M,Married,Other,New York
26,Sports,F,Single,Other,New York
28,Sports,F,Single,Professional,Los Angeles
27,Music,M,Single,Professional,New York
27,Music,M,Single,Professional,New York
22,Sports,F,Single,Professional,New York
25,Arts,F,Single,Student,Chicago
36,Music,F,Married,Other,New York
42,Sports,F,Married,Retired,Los Angeles
38,Music,F,Married,Other,New York
38,Music,F,Married,Other,New York
38,Music,F,Married,Other,New York
37,Music,M,Married,Other,New York
37,Music,M,Married,Other,Chicago
31,Music,F,Married,Hospitality,New York
31,Music,F,Married,Hospitality,New York
31,Music,F,Married,Hospitality,New York
27,Music,M,Single,Professional,New York
27,Music,M,Single,Professional,Los Angeles
55,Sports,F,Married,Other,Los Angeles
31,Music,F,Married,Other,New York
28,Sports,F,Single,Other,Los Angeles
33,Arts,M,Single,Other,Chicago
33,Arts,M,Single,Other,Los Angeles
27,Music,M,Single,Executive,New York
27,Music,M,Single,Executive,Chicago
54,Sports,F,Married,Retired,DC
32,Music,M,Married,Sales,New York
26,Music,M,Unspecified,Sales,New York
26,Music,M,Unspecified,Sales,New York
37,Music,M,Married,Sales,New York
41,Music,F,Married,Executive,New York
41,Music,F,Married,Executive,Los Angeles
23,Sports,F,Single,Retail,Los Angeles
33,Music,M,Single,Professional,New York
41,Music,M,Married,Other,Los Angeles
20,Sports,F,Single,Professional,Los Angeles
46,Sports,F,Unspecified,Hospitality,Los Angeles
35,Music,M,Married,Other,New York
30,Sports,F,Single,Retail,Los Angeles
19,Music,M,Single,Other,Chicago
26,Music,F,Single,Other,New York
23,Sports,F,Single,Retail,Los Angeles
32,Sports,M,Married,Professional,New York
26,Sports,F,Single,Other,New York
28,Music,M,Single,Professional,New York
27,Sports,F,Single,Professional,Los Angeles
27,Sports,F,Single,Professional,Los Angeles
37,Music,M,Married,Sales,New York
37,Music,M,Married,Sales,New York
19,Sports,F,Single,Student,Los Angeles
34,Music,F,Married,Executive,New York
34,Music,F,Married,Executive,New York
28,Arts,M,Single,Retail,Chicago
28,Arts,M,Single,Retail,Chicago
31,Arts,M,Single,Other,Chicago
39,Family,M,Unspecified,Trades,Chicago
40,Music,F,Married,Executive,New York
31,Sports,F,Single,Professional,New York
21,Music,M,Unspecified,Other,New York
21,Arts,M,Unspecified,Other,Chicago
19,Arts,M,Single,Other,New York
19,Arts,M,Single,Other,DC
53,Arts,F,Married,Other,New York
55,Sports,F,Married,Other,Los Angeles
29,Music,M,Married,Executive,New York
35,Sports,F,Single,Professional,Los Angeles
37,Music,F,Unspecified,Hospitality,New York
37,Sports,F,Unspecified,Hospitality,Los Angeles
62,Sports,F,Married,Retired,Los Angeles
62,Sports,F,Married,Retired,Los Angeles
31,Music,F,Married,Other,New York
30,Music,M,Married,Other,New York
32,Sports,F,Single,Professional,New York
41,Music,M,Married,Sales,New York
41,Music,F,Married,Other,New York
24,Sports,F,Single,Retail,Los Angeles
59,Family,F,Married,Other,Chicago
59,Arts,F,Married,Other,Chicago
59,Arts,F,Married,Other,Chicago
36,Arts,M,Single,Professional,Chicago
43,Music,F,Married,Executive,New York
27,Sports,F,Single,Student,Los Angeles
34,Music,F,Married,Other,Los Angeles
34,Music,F,Married,Other,New York
27,Arts,F,Married,Sales,Chicago
43,Music,F,Married,Other,New York
44,Family,M,Married,Other,New York
30,Music,M,Married,Sales,New York
48,Family,M,Married,Professional,Chicago
48,Arts,M,Married,Professional,Chicago
23,Arts,M,Single,Sales,Chicago
23,Arts,M,Single,Sales,Chicago
44,Arts,F,Married,Other,Chicago
29,Arts,M,Single,Other,Los Angeles
32,Sports,F,Single,Other,Los Angeles
36,Music,M,Married,Trades,New York
23,Sports,F,Single,Professional,Los Angeles
18,Sports,M,Single,Student,New York
34,Music,M,Married,Trades,New York
40,Music,M,Married,Sales,New York
40,Music,M,Married,Sales,New York
45,Family,M,Married,Trades,Chicago
45,Family,M,Married,Trades,Chicago
45,Family,M,Married,Trades,Chicago
33,Music,M,Married,Executive,New York
28,Sports,F,Single,Professional,Los Angeles
36,Music,F,Single,Retail,New York
28,Sports,F,Single,Retail,New York
31,Music,M,Married,Trades,New York
32,Music,F,Married,Other,New York
32,Music,F,Married,Other,New York
20,Music,M,Single,Professional,New York
20,Music,M,Single,Professional,DC
36,Sports,F,Single,Other,Los Angeles
27,Music,M,Single,Professional,New York
27,Music,M,Single,Professional,New York
25,Music,M,Married,Executive,New York
25,Music,M,Married,Executive,New York
25,Music,M,Married,Executive,New York
41,Music,M,Married,Other,New York
34,Arts,M,Single,Professional,Chicago
34,Music,M,Single,Professional,New York
34,Music,M,Single,Professional,New York
49,Music,F,Married,Executive,Chicago
36,Music,M,Married,Executive,New York
25,Music,F,Single,Other,New York
25,Music,F,Single,Other,New York
39,Sports,F,Married,Executive,New York
39,Music,F,Married,Executive,New York
39,Music,M,Married,Other,New York
39,Music,F,Married,Other,New York
43,Arts,M,Single,Sales,Chicago
25,Arts,M,Single,Sales,Chicago
25,Arts,M,Single,Sales,DC
27,Sports,M,Married,Sales,Chicago
37,Arts,M,Single,Other,Chicago
37,Music,M,Single,Other,New York
27,Arts,M,Single,Trades,Chicago
44,Sports,F,Married,Retired,Los Angeles
25,Sports,F,Single,Retail,New York
37,Music,F,Married,Other,New York
37,Music,F,Married,Other,New York
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
44,Arts,F,Married,Other,Chicago
32,Arts,M,Single,Trades,Chicago
32,Arts,M,Single,Trades,Los Angeles
21,Music,F,Married,Retail,New York
21,Music,F,Married,Retail,New York
36,Sports,F,Single,Professional,New York
34,Music,F,Married,Other,New York
30,Music,M,Single,Professional,New York
39,Sports,F,Unspecified,Hospitality,Los Angeles
39,Sports,F,Unspecified,Hospitality,Los Angeles
39,Sports,F,Unspecified,Hospitality,Los Angeles
39,Sports,F,Unspecified,Hospitality,Los Angeles
28,Sports,F,Single,Retail,New York
21,Music,F,Single,Other,New York
39,Family,M,Unspecified,Trades,Los Angeles
32,Sports,F,Unspecified,Professional,New York
29,Arts,F,Married,Other,Chicago
32,Music,M,Married,Sales,New York
32,Music,M,Married,Sales,New York
39,Sports,F,Single,Professional,New York
41,Music,F,Married,Sales,New York
26,Sports,F,Single,Sales,Los Angeles
26,Music,M,Married,Other,New York
32,Arts,M,Single,Professional,New York
27,Music,M,Married,Other,New York
27,Music,M,Married,Other,New York
34,Sports,F,Married,Professional,New York
39,Sports,F,Single,Retail,Los Angeles
39,Sports,F,Single,Retail,Los Angeles
45,Music,F,Married,Executive,New York
22,Sports,F,Single,Professional,Los Angeles
23,Sports,F,Single,Other,New York
37,Music,M,Married,Executive,New York
26,Arts,F,Single,Other,Chicago
26,Arts,F,Single,Other,Chicago
26,Arts,F,Single,Other,Chicago
23,Music,F,Married,Retail,New York
23,Music,F,Married,Retail,DC
23,Music,F,Married,Retail,New York
35,Music,M,Married,Trades,New York
35,Music,M,Married,Trades,New York
36,Sports,F,Single,Other,New York
27,Sports,F,Single,Sales,New York
35,Family,M,Married,Professional,Chicago
35,Arts,M,Married,Professional,New York
27,Sports,F,Single,Retail,Los Angeles
25,Sports,F,Single,Professional,Los Angeles
27,Arts,M,Single,Professional,Chicago
27,Arts,M,Single,Professional,Chicago
18,Sports,F,Single,Other,New York
35,Arts,M,Single,Other,Chicago
35,Arts,M,Single,Other,New York
35,Sports,M,Single,Other,DC
35,Music,M,Single,Other,New York
37,Music,M,Married,Other,New York
37,Music,M,Married,Other,New York
27,Arts,M,Single,Sales,Chicago
43,Music,M,Single,Executive,Los Angeles
43,Sports,M,Single,Executive,Los Angeles
43,Music,M,Single,Executive,New York
48,Arts,F,Married,Other,Chicago
33,Sports,F,Single,Professional,Chicago
45,Music,F,Married,Executive,New York
45,Music,F,Married,Executive,New York
45,Music,F,Married,Executive,New York
45,Arts,M,Married,Professional,Chicago
45,Arts,M,Married,Professional,Chicago
42,Music,M,Single,Professional,New York
42,Music,M,Single,Professional,New York
20,Sports,F,Single,Retail,New York
37,Music,M,Married,Other,New York
37,Music,M,Married,Other,New York
37,Arts,M,Married,Other,New York
37,Music,M,Married,Other,DC
37,Music,M,Married,Other,New York
46,Music,F,Married,Other,New York
46,Arts,F,Married,Other,Chicago
46,Music,F,Married,Other,New York
46,Arts,F,Married,Other,Chicago
33,Music,M,Unspecified,Professional,New York
29,Music,M,Single,Trades,New York
39,Music,M,Married,Other,Los Angeles
17,Sports,M,Single,Student,Los Angeles
31,Music,F,Married,Retail,New York
31,Music,F,Married,Retail,New York
28,Music,F,Single,Other,New York
28,Music,F,Single,Other,New York
28,Music,F,Single,Other,New York
28,Music,M,Single,Professional,New York
52,Family,M,Married,Retired,Chicago
23,Arts,M,Single,Sales,Chicago
44,Sports,F,Unspecified,Hospitality,New York
44,Sports,F,Unspecified,Hospitality,Los Angeles
49,Music,F,Married,Hospitality,Los Angeles
49,Music,F,Married,Hospitality,New York
49,Music,F,Married,Hospitality,Los Angeles
27,Music,F,Married,Executive,New York
33,Arts,M,Married,Professional,Los Angeles
33,Family,M,Married,Professional,DC
28,Arts,M,Single,Trades,Chicago
28,Arts,M,Single,Trades,Chicago
41,Arts,M,Single,Other,Chicago
28,Music,F,Single,Other,Chicago
43,Music,M,Married,Other,New York
43,Music,M,Married,Other,New York
34,Music,F,Married,Hospitality,Chicago
34,Music,F,Married,Hospitality,New York
34,Music,F,Married,Hospitality,New York
25,Arts,F,Married,Professional,Chicago
25,Arts,F,Married,Professional,Chicago
37,Family,M,Unspecified,Sales,Chicago
37,Music,M,Unspecified,Sales,New York
51,Arts,F,Married,Other,Chicago
51,Family,F,Married,Other,Los Angeles
35,Music,M,Single,Other,New York
35,Music,M,Single,Other,New York
34,Sports,F,Married,Professional,Los Angeles
36,Music,F,Married,Executive,New York
28,Music,F,Single,Hospitality,New York
28,Music,F,Single,Hospitality,New York
28,Music,F,Single,Hospitality,New York
32,Sports,F,Single,Professional,Los Angeles
35,Sports,F,Unspecified,Hospitality,New York
35,Sports,F,Unspecified,Hospitality,Los Angeles
47,Music,F,Married,Executive,New York
42,Music,M,Married,Executive,New York
42,Music,M,Married,Executive,New York
25,Music,M,Single,Trades,New York
25,Music,M,Single,Trades,New York
25,Music,M,Single,Trades,New York
35,Music,F,Married,Other,New York
27,Arts,F,Single,Other,Chicago
44,Family,M,Married,Other,Chicago
44,Arts,M,Married,Other,Los Angeles
33,Music,F,Married,Other,New York
33,Sports,F,Married,Other,Los Angeles
30,Music,M,Single,Executive,New York
30,Music,M,Single,Executive,DC
24,Sports,F,Single,Student,DC
24,Sports,F,Single,Student,Chicago
48,Music,F,Married,Executive,New York
28,Sports,F,Single,Other,Los Angeles
35,Music,M,Married,Other,New York
40,Music,M,Married,Other,New York
40,Music,M,Married,Other,New York
40,Music,M,Married,Other,New York
40,Music,M,Married,Other,Los Angeles
49,Music,F,Married,Hospitality,New York
59,Family,M,Married,Trades,Chicago
59,Sports,M,Married,Trades,New York
32,Sports,F,Single,Professional,Los Angeles
26,Music,M,Single,Other,New York
26,Music,M,Single,Other,New York
34,Music,F,Married,Other,New York
34,Music,F,Married,Other,New York
28,Music,M,Single,Other,New York
28,Music,M,Single,Other,New York
21,Music,M,Single,Trades,New York
21,Music,M,Single,Trades,New York
42,Music,M,Married,Other,New York
46,Arts,F,Married,Other,Chicago
46,Arts,F,Married,Other,Chicago
46,Arts,F,Married,Other,Chicago
29,Music,M,Unspecified,Sales,New York
29,Family,M,Unspecified,Sales,Chicago
29,Music,M,Unspecified,Sales,New York
56,Family,M,Married,Other,Chicago
56,Family,M,Married,Other,Chicago
40,Music,F,Married,Other,New York
40,Music,F,Married,Other,New York
42,Music,M,Married,Sales,New York
42,Music,M,Married,Sales,New York
22,Sports,F,Single,Retail,Los Angeles
19,Sports,F,Single,Student,Los Angeles
19,Sports,F,Single,Student,New York
38,Sports,M,Unspecified,Trades,New York
39,Music,F,Married,Other,New York
39,Music,F,Married,Other,New York
36,Music,F,Married,Executive,New York
26,Arts,M,Single,Trades,Chicago
26,Arts,M,Single,Trades,Chicago
20,Music,M,Single,Trades,New York
49,Arts,M,Married,Professional,Chicago
49,Arts,M,Married,Professional,Chicago
25,Arts,M,Single,Sales,Chicago
25,Arts,M,Single,Sales,Chicago
29,Sports,F,Single,Professional,New York
22,Music,F,Single,Hospitality,New York
22,Music,F,Single,Hospitality,New York
25,Arts,M,Single,Retail,Chicago
26,Arts,M,Single,Sales,Chicago
19,Music,M,Single,Executive,New York
19,Music,M,Single,Executive,New York
26,Arts,M,Single,Sales,Chicago
26,Arts,M,Single,Sales,Chicago
54,Family,M,Married,Other,Chicago
54,Family,M,Married,Other,Chicago
54,Family,M,Married,Other,Chicago
54,Family,M,Married,Other,Chicago
33,Sports,F,Single,Professional,New York
44,Music,F,Unspecified,Hospitality,New York
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,Chicago
44,Arts,F,Married,Other,Chicago
45,Music,F,Married,Hospitality,New York
45,Music,F,Married,Hospitality,Chicago
44,Music,F,Married,Executive,Chicago
44,Music,F,Married,Executive,New York
26,Music,M,Single,Trades,New York
26,Arts,M,Single,Trades,Chicago
26,Sports,F,Single,Other,New York
27,Sports,F,Single,Student,Los Angeles
34,Music,M,Single,Other,DC
25,Arts,M,Single,Other,Chicago
27,Sports,F,Single,Sales,New York
23,Sports,F,Single,Retail,New York
38,Music,M,Married,Other,DC
27,Sports,M,Married,Professional,DC
49,Arts,F,Married,Other,Chicago
23,Arts,F,Single,Other,Chicago
23,Arts,F,Single,Other,Chicago
44,Music,M,Married,Trades,New York
44,Family,M,Married,Trades,Chicago
44,Family,M,Married,Trades,Los Angeles
44,Family,M,Married,Trades,Chicago
34,Arts,F,Married,Professional,Chicago
34,Sports,F,Married,Professional,Chicago
37,Sports,M,Married,Other,New York
19,Sports,F,Single,Student,Los Angeles
37,Music,M,Married,Sales,New York
37,Arts,M,Married,Sales,Los Angeles
31,Music,F,Married,Hospitality,New York
31,Music,F,Married,Hospitality,New York
32,Sports,M,Unspecified,Professional,Los Angeles
31,Music,M,Married,Executive,New York
26,Music,M,Single,Other,New York
44,Arts,M,Single,Other,Chicago
44,Arts,M,Single,Other,Chicago
44,Arts,F,Married,Other,Chicago
21,Sports,F,Single,Other,DC
37,Music,F,Married,Other,New York
39,Music,M,Married,Executive,New York
42,Music,F,Married,Sales,New York
35,Music,M,Married,Sales,New York
35,Music,M,Married,Sales,New York
21,Sports,F,Single,Professional,Los Angeles
20,Arts,M,Single,Student,Chicago
20,Sports,M,Single,Student,Los Angeles
20,Sports,M,Single,Student,Los Angeles
30,Music,M,Married,Sales,New York
25,Arts,M,Single,Professional,Chicago
25,Arts,M,Single,Professional,DC
31,Music,M,Married,Other,New York
34,Music,M,Married,Other,New York
34,Music,M,Married,Other,New York
37,Music,M,Married,Other,New York
37,Music,M,Married,Other,New York
19,Music,M,Single,Professional,Los Angeles
31,Music,M,Married,Other,New York
19,Arts,M,Single,Other,DC
19,Music,M,Single,Other,New York
35,Sports,F,Single,Professional,Chicago
29,Music,M,Single,Professional,Chicago
29,Music,M,Single,Professional,New York
25,Arts,M,Single,Sales,Chicago
25,Arts,M,Single,Sales,Chicago
25,Arts,M,Single,Sales,New York
28,Music,M,Single,Other,New York
39,Music,M,Single,Executive,New York
39,Sports,M,Single,Executive,Los Angeles
62,Arts,F,Married,Other,Chicago
44,Music,M,Married,Trades,New York
47,Family,M,Unspecified,Other,Chicago
47,Family,M,Unspecified,Other,Chicago
47,Family,M,Unspecified,Other,Chicago
37,Sports,F,Single,Other,Los Angeles
29,Music,M,Married,Other,New York
63,Arts,F,Married,Other,Chicago
35,Arts,M,Unspecified,Trades,Chicago
35,Arts,M,Unspecified,Trades,Chicago
35,Sports,M,Unspecified,Trades,DC
31,Music,M,Married,Executive,New York
41,Music,F,Unspecified,Sales,DC
46,Arts,M,Married,Professional,DC
24,Arts,F,Single,Other,Chicago
24,Arts,F,Single,Other,Chicago
24,Arts,F,Single,Other,Chicago
24,Arts,F,Single,Other,Chicago
24,Sports,F,Single,Other,New York
39,Sports,M,Married,Other,Los Angeles
39,Music,M,Married,Other,New York
23,Music,F,Single,Hospitality,New York
26,Arts,M,Single,Trades,New York
26,Arts,M,Single,Trades,Chicago
26,Arts,M,Single,Trades,Chicago
26,Arts,M,Single,Trades,Chicago
25,Sports,F,Single,Other,Los Angeles
20,Sports,F,Single,Student,New York
24,Sports,F,Single,Retail,Los Angeles
49,Music,F,Married,Executive,New York
28,Sports,F,Single,Professional,Los Angeles
44,Arts,F,Married,Other,Los Angeles
36,Arts,M,Single,Professional,Chicago
36,Arts,M,Single,Professional,Chicago
39,Sports,F,Single,Other,Los Angeles
38,Music,M,Married,Sales,New York
38,Music,M,Married,Sales,DC
38,Arts,M,Married,Sales,Chicago
38,Arts,M,Married,Sales,Chicago
57,Arts,F,Married,Other,Chicago
57,Arts,F,Married,Other,Chicago
57,Arts,F,Married,Other,Chicago
57,Arts,F,Married,Other,DC
23,Sports,F,Single,Sales,New York
36,Arts,M,Single,Other,Chicago
42,Music,F,Married,Sales,New York
47,Sports,F,Married,Other,New York
47,Arts,F,Married,Other,Chicago
43,Music,M,Married,Sales,Chicago
19,Music,M,Single,Trades,New York
29,Sports,F,Single,Professional,DC
26,Music,M,Single,Professional,New York
26,Arts,F,Single,Other,Chicago
26,Sports,F,Single,Other,Los Angeles
34,Music,F,Married,Other,New York
34,Music,F,Married,Other,New York
34,Music,F,Married,Other,New York
28,Music,M,Single,Other,Chicago
28,Music,M,Single,Other,New York
25,Arts,M,Single,Sales,Chicago
41,Music,F,Married,Executive,New York
32,Music,M,Single,Other,New York
45,Family,F,Unspecified,Hospitality,Chicago
22,Music,F,Married,Retail,New York
34,Arts,M,Single,Professional,Chicago
34,Arts,M,Single,Professional,Chicago
22,Music,M,Single,Professional,New York
35,Music,M,Unspecified,Trades,DC
35,Music,M,Unspecified,Trades,New York
24,Music,M,Single,Professional,New York
24,Music,M,Single,Professional,New York
33,Music,M,Married,Trades,New York
42,Sports,M,Married,Professional,Los Angeles
53,Family,M,Unspecified,Other,Chicago
53,Family,M,Unspecified,Other,Chicago
53,Family,M,Unspecified,Other,Chicago
53,Family,M,Unspecified,Other,Chicago
35,Music,F,Married,Other,Los Angeles
35,Music,F,Married,Other,New York
44,Sports,F,Unspecified,Hospitality,Los Angeles
31,Sports,F,Single,Professional,Los Angeles
56,Arts,M,Married,Professional,DC
56,Arts,M,Married,Professional,Chicago
56,Family,M,Married,Professional,Los Angeles
37,Music,F,Married,Other,Chicago
37,Music,F,Married,Other,New York
47,Music,F,Married,Executive,DC
19,Sports,M,Single,Student,New York
19,Sports,M,Single,Student,New York
29,Sports,F,Single,Professional,Los Angeles
57,Family,M,Married,Trades,Chicago
46,Arts,F,Married,Other,Chicago
20,Sports,F,Single,Professional,Los Angeles
20,Sports,F,Single,Professional,Los Angeles
30,Music,M,Married,Trades,New York
27,Arts,M,Single,Trades,Chicago
27,Arts,M,Single,Trades,Chicago
20,Sports,F,Single,Retail,New York
36,Music,M,Married,Other,New York
39,Music,M,Married,Other,New York
29,Arts,F,Unspecified,Other,Chicago
29,Arts,F,Unspecified,Other,Chicago
34,Sports,F,Married,Executive,Los Angeles
40,Music,F,Married,Other,DC
40,Music,F,Married,Other,New York
28,Arts,M,Single,Retail,Chicago
28,Arts,M,Single,Retail,Chicago
25,Sports,M,Single,Student,New York
32,Music,M,Married,Sales,New York
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,New York
30,Music,M,Married,Other,DC
53,Family,M,Married,Other,Chicago
53,Family,M,Married,Other,Chicago
46,Family,M,Unspecified,Other,Chicago
46,Family,M,Unspecified,Other,Chicago
58,Family,M,Married,Other,Chicago
58,Family,M,Married,Other,Chicago
40,Music,M,Married,Trades,New York
32,Sports,M,Unspecified,Professional,Chicago
26,Sports,F,Single,Professional,Los Angeles
26,Sports,F,Single,Professional,Los Angeles
20,Music,M,Single,Trades,New York
20,Music,M,Single,Trades,New York
25,Music,M,Single,Other,New York
25,Music,M,Single,Other,New York
37,Sports,F,Single,Retail,New York
46,Family,M,Married,Retired,Chicago
46,Family,M,Married,Retired,Chicago
46,Family,M,Married,Retired,Chicago
40,Music,M,Single,Executive,New York
40,Music,M,Married,Other,New York
40,Music,M,Married,Other,DC
43,Music,M,Married,Trades,New York
35,Music,F,Single,Retail,New York
35,Music,F,Single,Retail,New York
35,Music,F,Single,Retail,New York
35,Music,F,Single,Retail,New York
48,Music,M,Unspecified,Trades,New York
52,Family,M,Married,Other,Chicago
52,Family,M,Married,Other,New York
52,Family,M,Married,Other,Chicago
28,Music,M,Single,Professional,New York
45,Arts,F,Married,Other,Chicago
20,Music,F,Married,Retail,Chicago
26,Arts,F,Married,Other,Chicago
25,Music,M,Single,Other,New York
25,Music,M,Single,Other,New York
30,Music,M,Married,Student,New York
30,Music,M,Married,Student,New York
30,Music,M,Married,Student,New York
30,Music,M,Married,Student,New York
54,Arts,M,Unspecified,Other,Chicago
54,Music,M,Unspecified,Other,Los Angeles
28,Sports,F,Single,Retail,Los Angeles
19,Arts,M,Single,Other,Chicago
19,Arts,M,Single,Other,Chicago
33,Music,F,Married,Other,New York
34,Music,F,Married,Hospitality,New York
34,Music,F,Married,Hospitality,Chicago
44,Family,M,Married,Other,Chicago
40,Music,F,Married,Executive,New York
40,Music,F,Married,Executive,New York
40,Arts,F,Married,Executive,Chicago
40,Music,F,Married,Executive,New York
36,Music,M,Married,Executive,New York
25,Music,M,Single,Professional,Los Angeles
40,Music,M,Single,Executive,New York
40,Music,M,Single,Executive,New York
24,Music,M,Unspecified,Other,New York
24,Music,M,Unspecified,Other,New York
24,Music,M,Unspecified,Other,Chicago
24,Music,M,Unspecified,Other,New York
24,Music,M,Unspecified,Other,New York
37,Music,F,Married,Other,New York
28,Music,M,Single,Professional,New York
20,Music,F,Single,Other,New York
20,Music,F,Single,Other,Los Angeles
40,Music,M,Married,Executive,New York
40,Music,M,Married,Executive,Chicago
26,Music,M,Single,Professional,New York
26,Music,M,Single,Professional,New York
47,Music,F,Unspecified,Hospitality,New York
55,Family,M,Married,Trades,Chicago
44,Arts,M,Single,Other,Chicago
44,Arts,M,Single,Other,Chicago
44,Music,M,Single,Other,New York
35,Music,M,Married,Sales,Chicago
35,Music,M,Married,Sales,New York
42,Arts,M,Married,Professional,DC
42,Arts,M,Married,Professional,DC
28,Music,F,Single,Other,New York
28,Music,F,Single,Other,DC
28,Music,F,Single,Other,New York
28,Music,F,Single,Other,New York
37,Sports,F,Married,Professional,Los Angeles
37,Sports,F,Married,Professional,New York
37,Sports,F,Married,Professional,Los Angeles
24,Music,M,Single,Professional,New York
24,Music,M,Single,Professional,Los Angeles
34,Sports,F,Single,Other,Los Angeles
28,Music,M,Single,Other,New York
28,Music,M,Single,Other,New York
43,Music,M,Married,Sales,Los Angeles
25,Music,M,Single,Other,New York
25,Music,M,Single,Other,New York
20,Sports,F,Single,Retail,Los Angeles
38,Music,M,Married,Sales,New York
38,Arts,M,Married,Sales,Chicago
60,Sports,F,Married,Retired,Los Angeles
38,Music,M,Unspecified,Trades,Chicago
38,Family,M,Unspecified,Trades,Chicago
38,Family,M,Unspecified,Trades,Chicago
30,Music,F,Married,Retail,New York
35,Music,M,Unspecified,Sales,New York
18,Sports,F,Single,Other,Los Angeles
53,Arts,F,Married,Other,Chicago
22,Sports,M,Single,Student,Los Angeles
22,Arts,M,Single,Student,Chicago
27,Music,M,Married,Executive,New York
27,Music,M,Married,Executive,New York
25,Arts,F,Single,Other,Chicago
42,Music,M,Married,Other,New York
20,Music,M,Single,Sales,New York
23,Sports,F,Single,Other,DC
48,Sports,F,Unspecified,Hospitality,New York
34,Arts,M,Single,Other,DC
28,Sports,F,Single,Sales,Los Angeles
38,Arts,M,Married,Professional,Chicago
38,Arts,M,Married,Professional,Los Angeles
38,Arts,M,Married,Professional,Chicago
39,Sports,F,Unspecified,Hospitality,Los Angeles
20,Music,F,Single,Hospitality,New York
20,Music,F,Single,Hospitality,New York
36,Music,M,Married,Other,New York
42,Music,F,Married,Other,New York
26,Sports,F,Single,Professional,New York
44,Music,M,Married,Other,Los Angeles
39,Sports,F,Married,Professional,New York
54,Sports,F,Married,Professional,Chicago
54,Sports,F,Married,Professional,Los Angeles
22,Sports,F,Single,Other,Los Angeles
44,Music,M,Single,Executive,New York
33,Sports,F,Single,Professional,New York
35,Sports,F,Single,Professional,Los Angeles
27,Arts,F,Single,Other,Chicago
27,Sports,F,Single,Other,Los Angeles
25,Music,M,Married,Other,New York
25,Music,M,Married,Other,Chicago
29,Sports,M,Married,Professional,New York
34,Music,F,Married,Executive,Chicago
54,Arts,F,Married,Other,Chicago
23,Arts,M,Single,Sales,DC
31,Family,F,Single,Other,Chicago
31,Sports,F,Single,Other,Los Angeles
40,Sports,F,Unspecified,Hospitality,Los Angeles
27,Music,F,Single,Other,New York
41,Arts,M,Single,Sales,Chicago
20,Arts,F,Single,Student,Chicago
38,Sports,M,Married,Other,Los Angeles
27,Music,M,Single,Other,New York
25,Music,F,Single,Other,New York
25,Music,F,Single,Other,New York
25,Music,F,Single,Other,New York
33,Music,F,Married,Other,New York
